"year","industry","growth_rate"
2011,"Automotive",0
2011,"Automotive",900
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",1000
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",900
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",800
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2011,"Automotive",0
2012,"Automotive",0
2012,"Automotive",700
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",900
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",800
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",900
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",900
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",1100
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",1000
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",900
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",800
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",1000
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",0
2012,"Automotive",800
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",800
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",700
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",800
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",800
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1000
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1100
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1000
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1100
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1000
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1100
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1000
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",0
2013,"Automotive",1000
2013,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",900
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",1100
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",500
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",800
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",700
2014,"Automotive",0
2014,"Automotive",1000
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",1000
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",800
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",900
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",700
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",1100
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",1000
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",900
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",0
2014,"Automotive",800
2014,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",800
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",600
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1100
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1000
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1300
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1000
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1000
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",600
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",1100
2015,"Automotive",0
2015,"Automotive",600
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",700
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",0
2015,"Automotive",900
2015,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",800
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1100
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",700
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1000
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1000
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1200
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1000
2016,"Automotive",0
2016,"Automotive",1100
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",700
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",700
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1100
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",600
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",1200
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",500
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",700
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2016,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1000
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1000
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",600
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1300
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1100
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",700
2017,"Automotive",0
2017,"Automotive",500
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",600
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1200
2017,"Automotive",0
2017,"Automotive",900
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1200
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",1100
2017,"Automotive",0
2017,"Automotive",700
2017,"Automotive",0
2017,"Automotive",0
2017,"Automotive",0
2018,"Automotive",800
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1100
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1400
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1000
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1300
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1100
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1100
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1200
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1000
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1100
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",900
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",1100
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2018,"Automotive",0
2019,"Automotive",1300
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",1000
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",800
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",1100
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",1400
2019,"Automotive",0
2019,"Automotive",700
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",600
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",700
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",600
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",700
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",1100
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",600
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",600
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",1200
2019,"Automotive",0
2019,"Automotive",0
2019,"Automotive",600
2019,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",900
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",700
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",700
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",700
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",500
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",700
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",600
2020,"Automotive",0
2020,"Automotive",0
2020,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",600
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",600
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",500
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",600
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",1200
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",900
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",600
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",1100
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",800
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",700
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2021,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",900
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1100
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1100
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1100
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",900
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",900
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",0
2022,"Automotive",1000
2010,"Fashion & Accessories",NULL
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",700
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",700
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2100
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",600
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",600
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2000
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",700
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2400
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",600
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2200
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",500
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",500
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",600
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",600
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2200
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",500
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",2100
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",400
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",0
2010,"Fashion & Accessories",1900
2010,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",2100
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",2400
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",2100
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",500
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",500
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",600
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",500
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",2100
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",500
2011,"Fashion & Accessories",100
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",2100
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",400
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",0
2011,"Fashion & Accessories",1900
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",300
2012,"Fashion & Accessories",100
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",900
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",400
2012,"Fashion & Accessories",100
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",100
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",600
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",500
2012,"Fashion & Accessories",100
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",100
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",800
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",400
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",0
2012,"Fashion & Accessories",100
